data_iniSE,SE,casos_est,casos_est_min,casos_est_max,casos,p_rt1,p_inc100k,Localidade_id,nivel,id,versao_modelo,tweet,Rt,pop,tempmin,umidmax,receptivo,transmissao,nivel_inc,umidmed,umidmin,tempmed,tempmax,casprov,casprov_est,casprov_est_min,casprov_est_max,casconf,notif_accum_year
2016-02-21,201608,1.0,1,1,1,0.9278851,0.65648246,0,1,290070220160819589,2023-08-20,0,9.260809,152327,26,86.1428571428571,1,0,0,76.7348948571429,66,27.1985478571429,28.8571428571429,1.0,,,,,6024
2016-02-14,201607,0.0,0,0,0,0.0,0.0,0,1,290070220160719589,2023-08-20,0,0.0,152327,25.5714285714286,84.2857142857143,0,0,0,77.8387091428571,67.4285714285714,26.674603,27.8571428571429,0.0,,,,,6024
2016-02-07,201606,0.0,0,0,0,0.0,0.0,0,1,290070220160619589,2023-08-20,0,0.0,152327,25.5714285714286,81.5714285714286,0,0,0,67.2182542857143,48.7142857142857,28.3427578571429,31.1428571428571,0.0,,,,,6024
2016-01-31,201605,0.0,0,0,0,0.0,0.0,0,1,290070220160519589,2023-08-20,0,0.0,152327,25.2857142857143,82.7142857142857,0,0,0,68.9739257142857,54.1428571428571,27.9754224285714,30.5714285714286,0.0,,,,,6024
2016-01-24,201604,1.0,1,1,1,0.9632679,0.65648246,0,1,290070220160419589,2023-08-20,0,18.521618,152327,25.5714285714286,86,1,0,0,79.5823407142857,70.8571428571429,26.2782737142857,27.2857142857143,1.0,,,,,6024
2016-01-17,201603,0.0,0,0,0,0.0,0.0,0,1,290070220160319589,2023-08-20,0,0.0,152327,24,88.7142857142857,0,0,0,82.8487105714286,73.8571428571429,24.956845,26.4285714285714,0.0,,,,,6024
2016-01-10,201602,0.0,0,0,0,0.0,0.0,0,1,290070220160219589,2023-08-20,0,0.0,152327,25,87.4285714285714,0,0,0,81.4736571428571,73.4285714285714,26.2054534285714,27.2857142857143,0.0,,,,,6024
2016-01-03,201601,0.0,0,0,0,0.0,0.0,0,1,290070220160119589,2023-08-20,0,0.0,152327,25.2857142857143,86.5714285714286,0,0,0,80.2885308571429,73.5714285714286,26.160778,27.1428571428571,0.0,,,,,6024
2015-12-27,201552,0.0,0,0,0,0.0,0.0,0,1,290070220155219589,2023-08-20,0,0.0,152327,25.5714285714286,80.1428571428571,0,0,0,72.9195464285714,63.1428571428571,26.6177032857143,27.8571428571429,0.0,,,,,6024
2015-12-20,201551,0.0,0,0,0,0.0,0.0,0,1,290070220155119589,2023-08-20,0,0.0,152327,25.7142857142857,79.2857142857143,0,0,0,71.1857118571429,61.4285714285714,26.5650788571429,27.7142857142857,0.0,,,,,6024
2015-12-13,201550,0.0,0,0,0,0.0,0.0,0,1,290070220155019589,2023-08-20,0,0.0,152327,24.1428571428571,85.8571428571429,0,0,0,77.172122,67.8571428571429,25.686508,27,0.0,,,,,6024
2015-12-06,201549,0.0,0,0,0,0.0,0.0,0,1,290070220154919589,2023-08-20,0,0.0,152327,24.5714285714286,86.4285714285714,0,0,0,77.8780422857143,67.8571428571429,26.5711567142857,29,0.0,,,,,6024
2015-11-29,201548,0.0,0,0,0,0.0,0.0,0,1,290070220154819589,2023-08-20,0,0.0,152327,24,88,0,0,0,71.6357917142857,51.1428571428571,27.1692205714286,30.4285714285714,0.0,,,,,6024
2015-11-22,201547,0.0,0,0,0,0.0,0.0,0,1,290070220154719589,2023-08-20,0,0.0,152327,25.5714285714286,84.8571428571429,0,0,0,72.2767857142857,52.8571428571429,27.6684908571429,30.5714285714286,0.0,,,,,6024
2015-11-15,201546,0.0,0,0,0,0.0,0.0,0,1,290070220154619589,2023-08-20,0,0.0,152327,24.8571428571429,84.8571428571429,0,0,0,72.06873,53.1428571428571,27.4336104285714,30.5714285714286,0.0,,,,,6024
2015-11-08,201545,0.0,0,0,0,0.0,0.0,0,1,290070220154519589,2023-08-20,0,0.0,152327,24.7142857142857,79,0,0,0,66.1116071428571,46.8571428571429,27.2142857142857,30.1428571428571,0.0,,,,,6024
2015-11-01,201544,0.0,0,0,0,0.0,0.0,0,1,290070220154419589,2023-08-20,0,0.0,152327,24.5,80.5,0,0,0,67.490625,50.375,27.195572875,3E+1,0.0,,,,,6024
2015-10-25,201543,0.0,0,0,0,0.0,0.0,0,1,290070220154319589,2023-08-20,0,0.0,152327,24.4285714285714,81,0,0,0,67.5125285714286,49.7142857142857,26.9114344285714,29.5714285714286,0.0,,,,,6024
2015-10-18,201542,0.0,0,0,0,0.0,0.0,0,1,290070220154219589,2023-08-20,0,0.0,152327,24.7142857142857,78.2857142857143,0,0,0,68.2241592857143,54.4285714285714,26.8843452857143,29.4285714285714,0.0,,,,,6024
2015-10-11,201541,0.0,0,0,0,0.0,0.0,0,1,290070220154119589,2023-08-20,0,0.0,152327,24.7142857142857,77.5714285714286,0,0,0,66.4513242857143,51.7142857142857,26.6923961428571,29,0.0,,,,,6024
2015-10-04,201540,0.0,0,0,0,0.0,0.0,0,1,290070220154019589,2023-08-20,0,0.0,152327,23.4285714285714,83.8571428571429,0,0,0,70.5660385714286,50.7142857142857,26.0537591428571,29.2857142857143,0.0,,,,,6024
2015-09-27,201539,0.0,0,0,0,0.0,0.0,0,1,290070220153919589,2023-08-20,0,0.0,152327,22.7142857142857,84.4285714285714,0,0,0,70.8660714285714,54.1428571428571,25.8883928571429,29.1428571428571,0.0,,,,,6024
2015-09-20,201538,0.0,0,0,0,0.0,0.0,0,1,290070220153819589,2023-08-20,0,0.0,152327,22.5714285714286,85.4285714285714,0,0,0,70.0625,51.4285714285714,25.7857142857143,28.5714285714286,0.0,,,,,6024
2015-09-13,201537,0.0,0,0,0,0.0,0.0,0,1,290070220153719589,2023-08-20,0,0.0,152327,23.1428571428571,84.1428571428571,0,0,0,70.8057285714286,53.2857142857143,25.3640422857143,28.1428571428571,0.0,,,,,6024
2015-09-06,201536,0.0,0,0,0,0.0,0.0,0,1,290070220153619589,2023-08-20,0,0.0,152327,22.2857142857143,86.7142857142857,0,0,0,72.8220328571429,56,25.2074921428571,28,0.0,,,,,6024
2015-08-30,201535,0.0,0,0,0,0.0,0.0,0,1,290070220153519589,2023-08-20,0,0.0,152327,21.4285714285714,86.1428571428571,0,0,0,70.5063771428571,52,24.666454,27.5714285714286,0.0,,,,,6024
2015-08-23,201534,2.0,2,2,2,0.69100595,1.3129649,0,1,290070220153419589,2023-08-20,0,1.638637,152327,21.8571428571429,86.1428571428571,0,0,0,72.2026885714286,55.8571428571429,24.7179692857143,27.1428571428571,2.0,,,,,6024
2015-08-16,201533,0.0,0,0,0,0.0,0.0,0,1,290070220153319589,2023-08-20,0,0.0,152327,21.7142857142857,85.5714285714286,0,0,0,71.2739908571429,56.7142857142857,24.2462948571429,26.5714285714286,0.0,,,,,6024
2015-08-09,201532,1.0,1,1,1,0.12312074,0.65648246,0,1,290070220153219589,2023-08-20,0,0.33092263,152327,21.7142857142857,84.7142857142857,0,0,0,66.7274482857143,51.1428571428571,24.2313731428571,26.7142857142857,1.0,,,,,6024
2015-08-02,201531,2.0,2,2,2,0.31135073,1.3129649,0,1,290070220153119589,2023-08-20,0,0.665011,152327,21.7142857142857,82.1428571428571,0,0,0,64.5852835714286,44,24.3042261428571,26.8571428571429,2.0,,,,,6024
2015-07-26,201530,4.0,4,4,4,0.77548295,2.6259298,0,1,290070220153019589,2023-08-20,0,1.7802938,152327,22.7142857142857,83,0,0,0,68.8141851428571,52.1428571428571,24.8349655714286,27.2857142857143,4.0,,,,,6024
2015-07-19,201529,3.0,3,3,3,0.80774426,1.9694473,0,1,290070220152919589,2023-08-20,0,2.1796112,152327,21.4285714285714,87.8571428571429,0,0,0,71.5739971428571,54.4285714285714,24.268544,27,3.0,,,,,6024
2015-07-12,201528,3.0,3,3,3,0.8718994,1.9694473,0,1,290070220152819589,2023-08-20,0,2.9461265,152327,22.4285714285714,9E+1,0,0,0,72.121432,55.7142857142857,24.7833357142857,27.4285714285714,3.0,,,,,6024
2015-07-05,201527,0.0,0,0,0,0.0,0.0,0,1,290070220152719589,2023-08-20,0,0.0,152327,22.5714285714286,90.1428571428571,0,0,0,77.4641278571429,60.7142857142857,24.8107645714286,27.1428571428571,0.0,,,,,6024
2015-06-28,201526,2.0,2,2,2,0.812918,1.3129649,0,1,290070220152619589,2023-08-20,0,2.6065612,152327,23,87,0,0,0,73.7072654285714,58.2857142857143,24.9338085714286,27.4285714285714,2.0,,,,,6024
2015-06-21,201525,0.0,0,0,0,0.0,0.0,0,1,290070220152519589,2023-08-20,0,0.0,152327,22.7142857142857,88.7142857142857,0,0,0,73.1614114285714,56.1428571428571,24.9407468571429,27.4285714285714,0.0,,,,,6024
2015-06-14,201524,1.0,1,1,1,0.34325054,0.65648246,0,1,290070220152419589,2023-08-20,0,0.6482284,152327,23.2857142857143,86.5714285714286,0,0,0,72.1217928571429,54.4285714285714,25.5232268571429,27.8571428571429,1.0,,,,,6024
2015-06-07,201523,1.0,1,1,1,0.12781568,0.65648246,0,1,290070220152319589,2023-08-20,0,0.33694273,152327,23.2857142857143,89.4285714285714,0,0,0,76.4171134285714,61.1428571428571,25.4421212857143,28,1.0,,,,,6024
2015-05-31,201522,0.0,0,0,0,0.0,0.0,0,1,290070220152219589,2023-08-20,0,0.0,152327,23.4285714285714,90.2857142857143,0,0,0,74.5224214285714,58.2857142857143,25.970449,28.5714285714286,0.0,,,,,6024
2015-05-24,201521,4.0,4,4,4,0.7623535,2.6259298,0,1,290070220152119589,2023-08-20,0,1.7152008,152327,23.8571428571429,85,0,0,0,73.1597571428571,57.7142857142857,26.1731411428571,28.7142857142857,4.0,,,,,6024
2015-05-17,201520,5.0,5,5,5,0.9535497,3.2824123,0,1,290070220152019589,2023-08-20,0,3.995522,152327,23.5714285714286,88.7142857142857,0,0,0,73.2592574285714,56,26.0750967142857,28,5.0,,,,,6024
2015-05-10,201519,2.0,2,2,2,0.72934866,1.3129649,0,1,290070220151919589,2023-08-20,0,1.8575171,152327,23.4285714285714,92.5714285714286,1,0,0,79.0923028571429,62.5714285714286,25.8918162857143,28.5714285714286,2.0,,,,,6024
2015-05-03,201518,0.0,0,0,0,0.0,0.0,0,1,290070220151819589,2023-08-20,0,0.0,152327,23,91.8571428571429,0,0,0,76.4100342857143,61,26.2576924285714,28.8571428571429,0.0,,,,,6024
2015-04-26,201517,2.0,2,2,2,0.54619133,1.3129649,0,1,290070220151719589,2023-08-20,0,1.1125851,152327,23.2857142857143,92.5714285714286,1,0,0,80.2065948571429,63.5714285714286,25.5124037142857,27.8571428571429,2.0,,,,,6024
2015-04-19,201516,0.0,0,0,0,0.0,0.0,0,1,290070220151619589,2023-08-20,0,0.0,152327,24.5714285714286,87.5714285714286,0,0,0,73.4424248571429,56.5714285714286,27.6243288571429,30.2857142857143,0.0,,,,,6024
2015-04-12,201515,3.0,3,3,3,0.851762,1.9694473,0,1,290070220151519589,2023-08-20,0,2.6445198,152327,24.8571428571429,86,0,0,0,69.9063165714286,55,27.614179,29.7142857142857,3.0,,,,,6024
2015-04-05,201514,2.0,2,2,2,0.75964445,1.3129649,0,1,290070220151419589,2023-08-20,0,2.074063,152327,24.7142857142857,86.4285714285714,0,0,0,73.1428798571429,56,27.194317,29.4285714285714,2.0,,,,,6024
2015-03-29,201513,0.0,0,0,0,0.0,0.0,0,1,290070220151319589,2023-08-20,0,0.0,152327,23.7142857142857,78.8571428571429,0,0,0,63.1960828571429,46.8571428571429,27.41754,29.8571428571429,0.0,,,,,6024
2015-03-22,201512,2.0,2,2,2,0.81664705,1.3129649,0,1,290070220151219589,2023-08-20,0,2.6544135,152327,25.2857142857143,83.2857142857143,0,0,0,70.5506211428571,51.1428571428571,27.638903,30.1428571428571,1.0,,,,,6024
2015-03-15,201511,0.0,0,0,0,0.0,0.0,0,1,290070220151119589,2023-08-20,0,0.0,152327,24.4285714285714,83.4285714285714,0,0,0,66.2953457142857,50.8571428571429,27.8152767142857,30.4285714285714,0.0,,,,,6024
2015-03-08,201510,1.0,1,1,1,0.66142285,0.65648246,0,1,290070220151019589,2023-08-20,0,1.676853,152327,24.4285714285714,82.7142857142857,0,0,0,67.6866362857143,52.2857142857143,27.5774172857143,30.1428571428571,1.0,,,,,6024
2015-03-01,201509,1.0,1,1,1,0.59505916,0.65648246,0,1,290070220150919589,2023-08-20,0,1.3353008,152327,24,84,0,0,0,70.5304935714286,57.7142857142857,27.2439815714286,29.8571428571429,0.0,,,,,6024
2015-02-22,201508,0.0,0,0,0,0.0,0.0,0,1,290070220150819589,2023-08-20,0,0.0,152327,23.1428571428571,88.2857142857143,0,0,0,75.4448234285714,57.7142857142857,26.2898837142857,29.4285714285714,0.0,,,,,6024
2015-02-15,201507,1.0,1,1,1,0.6176931,0.65648246,0,1,290070220150719589,2023-08-20,0,1.4387707,152327,24.4285714285714,85.7142857142857,0,0,0,72.8478,56.5714285714286,27.0195354285714,29.4285714285714,1.0,,,,,6024
2015-02-08,201506,1.0,1,1,1,0.81203085,0.65648246,0,1,290070220150619589,2023-08-20,0,3.3289664,152327,24.8571428571429,81.7142857142857,0,0,0,69.4419758571429,53,27.5194694285714,3E+1,0.0,,,,,6024
2015-02-01,201505,1.0,1,1,1,0.92788416,0.65648246,0,1,290070220150519589,2023-08-20,0,9.260681,152327,25.1428571428571,79.8571428571429,0,0,0,68.6162157142857,53.4285714285714,27.6203915714286,30.1428571428571,0.0,,,,,6024
2015-01-25,201504,0.0,0,0,0,0.0,0.0,0,1,290070220150419589,2023-08-20,0,0.0,152327,24.7142857142857,82.5714285714286,0,0,0,68.5227112857143,51.5714285714286,27.4216672857143,3E+1,0.0,,,,,6024
2015-01-18,201503,0.0,0,0,0,0.0,0.0,0,1,290070220150319589,2023-08-20,0,0.0,152327,25.1428571428571,79,0,0,0,68.2512045714286,53.2857142857143,27.2193825714286,3E+1,0.0,,,,,6024
2015-01-11,201502,0.0,0,0,0,0.0,0.0,0,1,290070220150219589,2023-08-20,0,0.0,152327,24.4285714285714,80.2857142857143,0,0,0,68.1014737142857,54,27.226207,29.7142857142857,0.0,,,,,6024
2015-01-04,201501,1.0,1,1,1,0.8143764,0.65648246,0,1,290070220150119589,2023-08-20,0,3.3757288,152327,23.1428571428571,86.8571428571429,0,0,0,72.2313378571429,56,26.3636178571429,29.1428571428571,1.0,,,,,6024
2014-12-28,201453,0.0,0,0,0,0.0,0.0,0,1,290070220145319589,2023-08-20,0,0.0,152327,24,81.5714285714286,0,0,0,68.8264694285714,53.5714285714286,26.7587844285714,29.2857142857143,0.0,,,,,6024
2014-12-21,201452,0.0,0,0,0,0.0,0.0,0,1,290070220145219589,2023-08-20,0,0.0,152327,24,87.2857142857143,0,0,0,73.1419928571429,58.2857142857143,26.4480128571429,29,0.0,,,,,6024
2014-12-14,201451,1.0,1,1,1,0.6371274,0.65648246,0,1,290070220145119589,2023-08-20,0,1.5376426,152327,23.7142857142857,89.4285714285714,1,0,0,80.45598,65.8571428571429,25.5228532857143,28,1.0,,,,,6024
2014-12-07,201450,0.0,0,0,0,0.0,0.0,0,1,290070220145019589,2023-08-20,0,0.0,152327,24.1428571428571,84.7142857142857,0,0,0,72.2887385714286,56.5714285714286,26.4583812857143,29,0.0,,,,,6024
2014-11-30,201449,0.0,0,0,0,0.0,0.0,0,1,290070220144919589,2023-08-20,0,0.0,152327,23.8571428571429,81,0,0,0,68.0468028571429,53.1428571428571,26.328485,28.7142857142857,0.0,,,,,6024
2014-11-23,201448,2.0,2,2,2,0.75126916,1.3129649,0,1,290070220144819589,2023-08-20,0,2.0094495,152327,23.5714285714286,84.7142857142857,0,0,0,72.6320757142857,57.5714285714286,26.1962078571429,28.8571428571429,0.0,,,,,6024
2014-11-16,201447,2.0,2,2,2,0.9084373,1.3129649,0,1,290070220144719589,2023-08-20,0,4.9511676,152327,22.8571428571429,89.5714285714286,1,0,0,79.3890202857143,64.7142857142857,24.5727901428571,26.1428571428571,2.0,,,,,6024
2014-11-09,201446,1.0,1,1,1,0.81445366,0.65648246,0,1,290070220144619589,2023-08-20,0,3.3772883,152327,24.7142857142857,83.8571428571429,0,0,0,74.1591611428571,55.5714285714286,26.5557315714286,29.8571428571429,1.0,,,,,6024
2014-11-02,201445,0.0,0,0,0,0.0,0.0,0,1,290070220144519589,2023-08-20,0,0.0,152327,23.1428571428571,84.7142857142857,0,0,0,71.81234,54.8571428571429,25.6270242857143,28.2857142857143,0.0,,,,,6024
2014-10-26,201444,0.0,0,0,0,0.0,0.0,0,1,290070220144419589,2023-08-20,0,0.0,152327,24.5714285714286,79.4285714285714,0,0,0,70.6002428571429,56,26.4357414285714,29,0.0,,,,,6024
2014-10-19,201443,1.0,1,1,1,0.8118049,0.65648246,0,1,290070220144319589,2023-08-20,0,3.324523,152327,24.1428571428571,78.2857142857143,0,0,0,66.917542,52,26.0072167142857,28.1428571428571,0.0,,,,,6024
2014-10-12,201442,0.0,0,0,0,0.0,0.0,0,1,290070220144219589,2023-08-20,0,0.0,152327,23.5714285714286,81.7142857142857,0,0,0,70.2582762857143,54.4285714285714,25.7250577142857,28.1428571428571,0.0,,,,,6024
2014-10-05,201441,0.0,0,0,0,0.0,0.0,0,1,290070220144119589,2023-08-20,0,0.0,152327,23.2857142857143,73,0,0,0,62.9758455714286,47.4285714285714,25.0014688571429,26.8571428571429,0.0,,,,,6024
2014-09-28,201440,1.0,1,1,1,0.4417044,0.65648246,0,1,290070220144019589,2023-08-20,0,0.84828657,152327,22.8571428571429,83,0,0,0,72.849678,58.1428571428571,25.1730325714286,27.5714285714286,0.0,,,,,6024
2014-09-21,201439,0.0,0,0,0,0.0,0.0,0,1,290070220143919589,2023-08-20,0,0.0,152327,21.8571428571429,87.5714285714286,0,0,0,76.1206908571429,59.5714285714286,24.7383804285714,27.5714285714286,0.0,,,,,6024
2014-09-14,201438,1.0,1,1,1,0.5806183,0.65648246,0,1,290070220143819589,2023-08-20,0,1.2749606,152327,22.4285714285714,85.5714285714286,0,0,0,74.4737155714286,59.7142857142857,24.665963,26.7142857142857,0.0,,,,,6024
2014-09-07,201437,3.0,3,3,3,0.98217595,1.9694473,0,1,290070220143719589,2023-08-20,0,13.873921,152327,22.4285714285714,86.2857142857143,0,0,0,71.9711731428571,57.7142857142857,24.5566052857143,26.8571428571429,3.0,,,,,6024
2014-08-31,201436,0.0,0,0,0,0.0,0.0,0,1,290070220143619589,2023-08-20,0,0.0,152327,22.1428571428571,92.4285714285714,0,0,0,77.3951625714286,61.8571428571429,25.0017281428571,27.5714285714286,0.0,,,,,6024
2014-08-24,201435,0.0,0,0,0,0.0,0.0,0,1,290070220143519589,2023-08-20,0,0.0,152327,21.4285714285714,92.4285714285714,0,0,0,76.918636,61.8571428571429,24.469326,27,0.0,,,,,6024
2014-08-17,201434,0.0,0,0,0,0.0,0.0,0,1,290070220143419589,2023-08-20,0,0.0,152327,23.4285714285714,82.2857142857143,0,0,0,71.0514885714286,56.4285714285714,25.0556547142857,27.1428571428571,0.0,,,,,6024
2014-08-10,201433,1.0,1,1,1,0.41352403,0.65648246,0,1,290070220143319589,2023-08-20,0,0.78495586,152327,22.7142857142857,87.8571428571429,0,0,0,75.0494694285714,58.8571428571429,24.2917158571429,26.1428571428571,0.0,,,,,6024
2014-08-03,201432,0.0,0,0,0,0.0,0.0,0,1,290070220143219589,2023-08-20,0,0.0,152327,21.7142857142857,90.1428571428571,0,0,0,74.6704214285714,57.8571428571429,24.6732082857143,27.1428571428571,0.0,,,,,6024
2014-07-27,201431,2.0,2,2,2,0.36106426,1.3129649,0,2,290070220143119589,2023-08-20,0,0.7398184,152327,22.8571428571429,92.5714285714286,1,0,0,81.7593068571429,70.2857142857143,24.4660305714286,26.2857142857143,1.0,,,,,6024
2014-07-20,201430,1.0,1,1,1,0.09275007,0.65648246,0,1,290070220143019589,2023-08-20,0,0.29150203,152327,22.4285714285714,93.5714285714286,1,0,0,80.5350398571429,65,24.8604005714286,27.2857142857143,0.0,,,,,6024
2014-07-13,201429,3.0,3,3,3,0.3645395,1.9694473,0,1,290070220142919589,2023-08-20,0,0.7789847,152327,22.5714285714286,92.5714285714286,1,0,0,76.4193705714286,62.1428571428571,25.0206434285714,27,3.0,,,,,6024
2014-07-06,201428,4.0,4,4,4,0.5263336,2.6259298,0,1,290070220142819589,2023-08-20,0,1.0457804,152327,22.4285714285714,88,0,0,0,74.3413008571429,58.5714285714286,25.1735311428571,27.8571428571429,3.0,,,,,6024
2014-06-29,201427,3.0,3,3,3,0.43736684,1.9694473,0,1,290070220142719589,2023-08-20,0,0.88957447,152327,23.1428571428571,87.8571428571429,0,0,0,75.049912,60.8571428571429,25.5109394285714,27.7142857142857,2.0,,,,,6024
2014-06-22,201426,6.0,6,6,6,0.7418153,3.9388945,0,1,290070220142619589,2023-08-20,0,1.4866258,152327,22.7142857142857,91.8571428571429,1,0,1,78.9965137142857,63,24.943471,27.2857142857143,5.0,,,,,6024
2014-06-15,201425,1.0,1,1,1,0.036320496,0.65648246,0,1,290070220142519589,2023-08-20,0,0.20907064,152327,23.5714285714286,87.1428571428571,0,0,0,74.6244541428571,58.4285714285714,25.7862208571429,27.8571428571429,0.0,,,,,6024
2014-06-08,201424,4.0,4,4,4,0.4418889,2.6259298,0,1,290070220142419589,2023-08-20,0,0.908475,152327,22.7142857142857,93.4285714285714,1,0,0,79.6478168571429,65.1428571428571,25.5535158571429,28.1428571428571,2.0,,,,,6024
2014-06-01,201423,7.0,7,7,7,0.8079628,4.595377,0,1,290070220142319589,2023-08-20,0,1.6626554,152327,23.4285714285714,85.8571428571429,0,0,1,72.3139408571429,57,26.0112322857143,28.7142857142857,2.0,,,,,6024
2014-05-25,201422,3.0,3,3,3,0.3678062,1.9694473,0,2,290070220142219589,2023-08-20,0,0.7836293,152327,22.8571428571429,95.7142857142857,1,0,0,80.2876,63,25.8684434285714,28.7142857142857,3.0,,,,,6024
2014-05-18,201421,4.0,4,4,4,0.74910516,2.6259298,0,1,290070220142119589,2023-08-20,0,1.6547925,152327,23.8571428571429,97,1,0,0,84.0132035714286,67.7142857142857,26.0557375714286,28.5714285714286,2.0,,,,,6024
2014-05-11,201420,6.0,6,6,6,0.96694076,3.9388945,0,1,290070220142019589,2023-08-20,0,4.0905337,152327,23.8571428571429,90.4285714285714,1,1,1,78.4481545714286,64,25.9624047142857,28.1428571428571,5.0,,,,,6024
2014-05-04,201419,1.0,1,1,1,0.40075415,0.65648246,0,1,290070220141919589,2023-08-20,0,0.75802904,152327,24,90.2857142857143,0,0,0,76.9319485714286,59.8571428571429,26.7176815714286,29.4285714285714,1.0,,,,,6024
2014-04-27,201418,1.0,1,1,1,0.32271668,0.65648246,0,1,290070220141819589,2023-08-20,0,0.6128728,152327,24.5714285714286,85.1428571428571,0,0,0,70.30866,53.8571428571429,27.046494,29,1.0,,,,,6024
2014-04-20,201417,2.0,2,2,2,0.41522777,1.3129649,0,1,290070220141719589,2023-08-20,0,0.8304882,152327,24.7142857142857,88.2857142857143,0,0,0,74.3018714285714,59.1428571428571,27.7877554285714,30.4285714285714,2.0,,,,,6024
2014-04-13,201416,0.0,0,0,0,0.0,0.0,0,1,290070220141619589,2023-08-20,0,0.0,152327,26,87,0,0,0,75.3134162857143,59.8571428571429,28.0086518571429,29.8571428571429,0.0,,,,,6024
2014-04-06,201415,4.0,4,4,4,0.72161424,2.6259298,0,1,290070220141519589,2023-08-20,0,1.5434265,152327,25.5714285714286,90.7142857142857,1,0,0,77.7995291428571,63.5714285714286,27.9682794285714,30.1428571428571,2.0,,,,,6024
2014-03-30,201414,2.0,2,2,2,0.5653725,1.3129649,0,1,290070220141419589,2023-08-20,0,1.1649721,152327,25.4285714285714,90.4285714285714,0,0,0,75.7819865714286,61.7142857142857,28.0170797142857,30.1428571428571,1.0,,,,,6024
2014-03-23,201413,4.0,4,4,4,0.9507998,2.6259298,0,1,290070220141319589,2023-08-20,0,4.66737,152327,25.7142857142857,87.2857142857143,0,0,0,75.4379508571429,61.7142857142857,28.1502102857143,30.1428571428571,3.0,,,,,6024
2014-03-16,201412,1.0,1,1,1,0.8118794,0.65648246,0,1,290070220141219589,2023-08-20,0,3.3259864,152327,25.7142857142857,85.8571428571429,0,0,0,73.7230377142857,59.4285714285714,28.0672692857143,30.1428571428571,1.0,,,,,6024
2014-03-09,201411,1.0,1,1,1,0.9221162,0.65648246,0,1,290070220141119589,2023-08-20,0,8.548509,152327,24.8571428571429,88.1428571428571,1,0,0,75.5573814285714,62.1428571428571,27.5248394285714,29.8571428571429,0.0,,,,,6024
2014-03-02,201410,0.0,0,0,0,0.0,0.0,0,1,290070220141019589,2023-08-20,0,0.0,152327,24.1428571428571,92.8571428571429,0,0,0,78.0438128571429,62.5714285714286,27.1179952857143,29.7142857142857,0.0,,,,,6024
2014-02-23,201409,0.0,0,0,0,0.0,0.0,0,1,290070220140919589,2023-08-20,0,0.0,152327,24.4285714285714,91.1428571428571,0,0,0,80.04143,66.8571428571429,26.952462,29.1428571428571,0.0,,,,,6024
2014-02-16,201408,0.0,0,0,0,0.0,0.0,0,1,290070220140819589,2023-08-20,0,0.0,152327,25.1428571428571,86.4285714285714,0,0,0,74.7421371428571,60.4285714285714,27.8135384285714,30.2857142857143,0.0,,,,,6024
2014-02-09,201407,1.0,1,1,1,0.50317574,0.65648246,0,1,290070220140719589,2023-08-20,0,1.0092186,152327,25,86.7142857142857,0,0,0,72.8238328571429,59.8571428571429,27.6035042857143,3E+1,1.0,,,,,6024
2014-02-02,201406,2.0,2,2,2,0.8598155,1.3129649,0,1,290070220140619589,2023-08-20,0,3.378807,152327,24.1428571428571,91.8571428571429,0,0,0,76.4830877142857,60.8571428571429,26.9794578571429,29.4285714285714,1.0,,,,,6024
2014-01-26,201405,1.0,1,1,1,0.73048824,0.65648246,0,1,290070220140519589,2023-08-20,0,2.2071786,152327,26,83.2857142857143,0,0,0,71.4953442857143,57.1428571428571,27.6664791428571,29.7142857142857,0.0,,,,,6024
2014-01-19,201404,0.0,0,0,0,0.0,0.0,0,1,290070220140419589,2023-08-20,0,0.0,152327,24.8571428571429,87.2857142857143,0,0,0,75.471758,59.8571428571429,27.41991,30.2857142857143,0.0,,,,,6024
2014-01-12,201403,1.0,1,1,1,0.9277981,0.65648246,0,1,290070220140319589,2023-08-20,0,9.249218,152327,24.5714285714286,88.8571428571429,0,0,0,74.4528614285714,58.7142857142857,27.4549924285714,29.8571428571429,1.0,,,,,6024
2014-01-05,201402,0.0,0,0,0,0.0,0.0,0,1,290070220140219589,2023-08-20,0,0.0,152327,24.2857142857143,89.7142857142857,0,0,0,74.3219142857143,58.7142857142857,26.9402492857143,29.7142857142857,0.0,,,,,6024
2013-12-29,201401,0.0,0,0,0,0.0,0.0,0,1,290070220140119589,2023-08-20,0,0.0,152327,24,92.5714285714286,0,0,0,77.9722071428571,61.5714285714286,26.9629897142857,3E+1,0.0,,,,,6024
2013-12-22,201352,0.0,0,0,0,0.0,0.0,0,1,290070220135219589,2023-08-20,0,0.0,152327,24.5714285714286,94,0,0,0,84.4516134285714,68.5714285714286,26.6651787142857,29.1428571428571,0.0,,,,,6024
2013-12-15,201351,1.0,1,1,1,0.6177504,0.65648246,0,1,290070220135119589,2023-08-20,0,1.4390477,152327,24.4285714285714,94.8571428571429,1,0,0,84.3557691428571,66.2857142857143,26.254897,29.2857142857143,0.0,,,,,6024
2013-12-08,201350,0.0,0,0,0,0.0,0.0,0,1,290070220135019589,2023-08-20,0,0.0,152327,24.2857142857143,91.8571428571429,0,0,0,80.7577562857143,64.2857142857143,26.7700847142857,29.5714285714286,0.0,,,,,6024
